Date,Protocol,Diagnosis,Pen,cost,eid,tag,Breed,Class,Weight (Lb)
10/17/2024,IV,-,13,$1.20,-,7163,Cross-Bred,Heifer,445
10/17/2024,DRAXXIN,-,13,$7.93,-,7163,Cross-Bred,Heifer,445
10/17/2024,IV,-,2,$1.20,-,33136,Angus,Steer,589
10/17/2024,NUFLOR,-,2,$13.03,-,33136,Angus,Steer,589
10/17/2024,IV,-,12,$1.20,-,33162,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33162,Angus,Steer,465
10/17/2024,BAYTRIL,-,13,$5.48,-,7155,Cross-Bred,Heifer,445
10/17/2024,IV,-,11,$1.20,-,2155,Angus,Heifer,600
10/17/2024,DRAXXIN,-,11,$10.69,-,2155,Angus,Heifer,600
10/17/2024,DRAXXIN,-,11,$9.89,-,2217,Cross-Bred,Heifer,555
10/17/2024,DRAXXIN,-,12,$8.29,-,33182,Angus,Steer,465
10/17/2024,IV,-,12,$1.20,-,33146,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33146,Angus,Steer,465
10/17/2024,IV,-,12,$1.20,-,22191,Cross-Bred,Steer,560
10/17/2024,DRAXXIN,-,12,$9.98,-,22191,Cross-Bred,Steer,560
10/17/2024,DRAXXIN,-,12,$8.29,-,33192,Angus,Steer,465
10/17/2024,IV,-,12,$1.20,-,33159,Angus,Steer,465
10/17/2024,BAYTRIL,-,12,$5.73,-,33159,Angus,Steer,465
10/17/2024,IV,-,11,$1.20,-,2162,Angus,Heifer,600
10/17/2024,DRAXXIN,-,11,$10.69,-,2162,Angus,Heifer,600
10/17/2024,BAYTRIL,-,12,$6.67,-,22195,Angus,Steer,541
10/17/2024,IV,-,12,$1.20,-,22195,Angus,Steer,541
10/17/2024,IV,-,12,$1.20,-,33232,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33232,Angus,Steer,465
10/17/2024,IV,-,11,$1.20,-,3171,Cross-Bred,Heifer,547
10/17/2024,DRAXXIN,-,11,$9.75,-,3171,Cross-Bred,Heifer,547
10/17/2024,IV,-,12,$1.20,-,22158,Cross-Bred,Steer,560
10/17/2024,DRAXXIN,-,12,$9.98,-,22158,Cross-Bred,Steer,560
10/17/2024,IV,-,12,$1.20,-,33177,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33177,Angus,Steer,465
10/17/2024,DRAXXIN,-,11,$9.89,-,2213,Cross-Bred,Heifer,555
10/17/2024,IV,-,11,$1.20,-,2221,Cross-Bred,Heifer,555
10/17/2024,DRAXXIN,-,11,$9.89,-,2221,Cross-Bred,Heifer,555
10/17/2024,IV,-,11,$1.20,-,2208,Cross-Bred,Heifer,555
10/17/2024,DRAXXIN,-,11,$9.89,-,2208,Cross-Bred,Heifer,555
10/17/2024,IV,-,11,$1.20,-,2136,Angus,Heifer,600
10/17/2024,DRAXXIN,-,11,$10.69,-,2136,Angus,Heifer,600
10/17/2024,DRAXXIN,-,12,$9.98,-,22160,Cross-Bred,Steer,560
10/17/2024,DRAXXIN,-,12,$9.98,-,22165,Cross-Bred,Steer,560
10/17/2024,IV,-,12,$1.20,-,33171,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33171,Angus,Steer,465
10/17/2024,IV,-,12,$1.20,-,22168,Cross-Bred,Steer,560
10/17/2024,BAYTRIL,-,12,$6.90,-,22168,Cross-Bred,Steer,560
10/17/2024,IV,-,12,$1.20,-,33155,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33155,Angus,Steer,465
10/17/2024,IV,-,13,$1.20,-,7107,Cross-Bred,Heifer,445
10/17/2024,DRAXXIN,-,13,$7.93,-,7107,Cross-Bred,Heifer,445
10/17/2024,DRAXXIN,-,L5,$9.53,-,9146,Angus,Heifer,535
10/17/2024,DRAXXIN,-,12,$8.29,-,33178,Angus,Steer,465
10/17/2024,IV,-,3,$1.20,-,1159,Angus,Heifer,557
10/17/2024,NUFLOR,-,3,$12.31,-,1159,Angus,Heifer,557
10/16/2024,IV,-,12,$1.20,-,22195,Angus,Steer,541
10/16/2024,DRAXXIN,-,12,$9.64,-,22195,Angus,Steer,541
10/16/2024,IV,-,12,$1.20,-,22200,Angus,Steer,541
10/16/2024,NUFLOR,-,12,$11.96,-,22200,Angus,Steer,541
10/16/2024,IV,-,12,$1.20,-,33229,Angus,Steer,465
10/16/2024,DRAXXIN,-,12,$8.29,-,33229,Angus,Steer,465
10/16/2024,IV,-,13,$1.20,-,7164,Cross-Bred,Heifer,445
10/16/2024,DRAXXIN,-,13,$7.93,-,7164,Cross-Bred,Heifer,445
10/16/2024,IV,-,11,$1.20,-,2204,Cross-Bred,Heifer,555
10/16/2024,DRAXXIN,-,11,$9.89,-,2204,Cross-Bred,Heifer,555
10/16/2024,IV,-,13,$1.20,-,7149,Cross-Bred,Heifer,445
10/16/2024,DRAXXIN,-,13,$7.93,-,7149,Cross-Bred,Heifer,445
10/16/2024,IV,-,11,$1.20,-,2149,Angus,Heifer,600
10/16/2024,DRAXXIN,-,11,$10.69,-,2149,Angus,Heifer,600
10/16/2024,NUFLOR,-,12,$11.96,-,22202,Angus,Steer,541
10/16/2024,IV,-,12,$1.20,-,33167,Angus,Steer,465
10/16/2024,DRAXXIN,-,12,$8.29,-,33167,Angus,Steer,465
10/16/2024,IV,-,11,$1.20,-,2207,Cross-Bred,Heifer,555
10/16/2024,DRAXXIN,-,11,$9.89,-,2207,Cross-Bred,Heifer,555
10/16/2024,IV,-,12,$1.20,-,33189,Angus,Steer,465
10/16/2024,DRAXXIN,-,12,$8.29,-,33189,Angus,Steer,465
10/16/2024,IV,-,12,$1.20,-,22168,Cross-Bred,Steer,560
10/16/2024,DRAXXIN,-,12,$9.98,-,22168,Cross-Bred,Steer,560
10/16/2024,IV,-,13,$1.20,-,7142,Cross-Bred,Heifer,445
10/16/2024,DRAXXIN,-,13,$7.93,-,7142,Cross-Bred,Heifer,445
10/16/2024,IV,-,11,$1.20,-,2201,Cross-Bred,Heifer,555
10/16/2024,BAYTRIL,-,11,$6.84,-,2201,Cross-Bred,Heifer,555
10/16/2024,IV,-,13,$1.20,-,7100,Cross-Bred,Heifer,445
10/16/2024,DRAXXIN,-,13,$7.93,-,7100,Cross-Bred,Heifer,445
10/16/2024,IV,-,S19,$1.20,-,33143,Angus,Steer,574
10/16/2024,NUFLOR,-,S19,$12.69,-,33143,Angus,Steer,574
10/16/2024,EXCENEL,-,S19,$9.47,-,4220,Cross-Bred,Heifer,574
10/16/2024,EXCENEL,-,2,$9.24,-,33108,Angus,Steer,560
10/16/2024,BAYTRIL,-,2,$7.25,-,33144,Angus,Steer,588
10/16/2024,PENICILLIN,-,S19,$2.50,-,1187,Angus,Heifer,552
10/16/2024,BAYTRIL,-,3,$6.84,-,1149,Angus,Heifer,555
10/16/2024,NUFLOR,-,3,$12.27,-,1156,Angus,Heifer,555
10/16/2024,EXCENEL,-,2,$9.71,-,33129,Angus,Steer,588
10/16/2024,DEXAMETHASONE,-,2,$2.00,-,33129,Angus,Steer,588
10/16/2024,DEXAMETHASONE,-,5,$2.00,-,11119,Angus,Steer,602
10/16/2024,LA 200,-,S19,$2.66,-,1111,Angus,Heifer,591
10/16/2024,Micotil,-,3,$19.76,-,1182,Angus,Heifer,555
10/16/2024,EXCENEL,-,3,$9.16,-,1171,Angus,Heifer,555
10/16/2024,BAYTRIL,-,L3,$6.71,-,5175,Angus,Heifer,545
10/16/2024,LA 200,-,4,$2.44,-,4232,Angus,Heifer,542
10/16/2024,BAYTRIL,-,11,$6.74,-,3149,Cross-Bred,Heifer,547
10/16/2024,Micotil,-,S19,$18.88,-,3107,Angus,Heifer,530
10/16/2024,NUFLOR,-,2,$12.98,-,22119,Angus,Steer,587
10/15/2024,DRAXXIN,-,2,$10.44,-,22107,Angus,Steer,586
10/15/2024,IV,-,L3,$1.20,-,5131,Angus,Heifer,543
10/15/2024,DRAXXIN,-,L3,$9.68,-,5131,Angus,Heifer,543
10/15/2024,Micotil,-,3,$19.70,-,1144,Angus,Heifer,553
10/15/2024,BAYTRIL,-,2,$7.24,-,33130,Angus,Steer,587
10/15/2024,Micotil,-,S19,$19.44,-,33103,Angus,Steer,546
10/15/2024,PENICILLIN,-,S19,$2.50,-,1175,Angus,Heifer,539
10/15/2024,Micotil,-,S19,$19.44,-,33118,Angus,Steer,546
10/15/2024,Micotil,-,3,$19.70,-,1155,Angus,Heifer,553
10/15/2024,BAYTRIL,-,3,$6.82,-,1209,Angus,Heifer,553
10/15/2024,Micotil,-,S19,$20.42,-,4130,Cross-Bred,Heifer,574
10/15/2024,Micotil,-,3,$19.70,-,1212,Angus,Heifer,553
10/15/2024,EXCENEL,-,S19,$8.97,-,1157,Angus,Heifer,543
10/15/2024,LA 200,-,S19,$2.40,-,4237,Angus,Heifer,534
10/15/2024,Micotil,-,S19,$19.02,-,4235,Angus,Heifer,534
10/15/2024,PENICILLIN,-,14,$2.50,-,5233,Cross-Bred,Heifer,604
10/15/2024,LA 200,-,S19,$2.40,-,4234,Angus,Heifer,534
10/15/2024,BAYTRIL,-,2,$7.24,-,33131,Angus,Steer,587
10/15/2024,BAYTRIL,-,2,$7.24,-,33121,Angus,Steer,587
10/15/2024,NUFLOR,-,3,$12.23,-,1153,Angus,Heifer,553
10/15/2024,NUFLOR,-,14,$13.36,-,5194,Cross-Bred,Heifer,604
10/15/2024,EXCENEL,-,S19,$8.97,-,1184,Angus,Heifer,543
10/15/2024,Micotil,-,S19,$19.20,-,1168,Angus,Heifer,539
10/15/2024,NUFLOR,-,14,$13.36,-,5241,Cross-Bred,Heifer,604
10/15/2024,LA 200,-,5,$2.70,-,11182,Angus,Steer,600
10/15/2024,IV,-,14,$1.20,-,5187,Cross-Bred,Heifer,604
10/15/2024,DRAXXIN,-,14,$10.77,-,5187,Cross-Bred,Heifer,604
10/15/2024,BAYTRIL,-,11,$6.84,-,2194,Cross-Bred,Heifer,555
10/15/2024,IV,-,11,$1.20,-,3170,Cross-Bred,Heifer,547
10/15/2024,DRAXXIN,-,11,$9.75,-,3170,Cross-Bred,Heifer,547
10/15/2024,IV,-,L5,$1.20,-,7166,Cross-Bred,Heifer,445
10/15/2024,DRAXXIN,-,L5,$7.93,-,7166,Cross-Bred,Heifer,445
10/15/2024,IV,-,11,$1.20,-,2200,Cross-Bred,Heifer,555
10/15/2024,BAYTRIL,-,11,$6.84,-,2200,Cross-Bred,Heifer,555
10/15/2024,IV,-,11,$1.20,-,2190,Cross-Bred,Heifer,555
10/15/2024,BAYTRIL,-,11,$6.84,-,2190,Cross-Bred,Heifer,555
10/15/2024,BAYTRIL,-,11,$7.39,-,2160,Angus,Heifer,600
10/15/2024,IV,-,11,$1.20,-,2120,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2120,Angus,Heifer,600
10/15/2024,IV,-,L5,$1.20,-,7155,Cross-Bred,Heifer,445
10/15/2024,DRAXXIN,-,L5,$7.93,-,7155,Cross-Bred,Heifer,445
10/15/2024,IV,-,11,$1.20,-,2133,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2133,Angus,Heifer,600
10/15/2024,IV,-,11,$1.20,-,2191,Cross-Bred,Heifer,555
10/15/2024,BAYTRIL,-,11,$6.84,-,2191,Cross-Bred,Heifer,555
10/15/2024,IV,-,11,$1.20,-,2118,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2118,Angus,Heifer,600
10/15/2024,IV,-,12,$1.20,-,22197,Angus,Steer,541
10/15/2024,DRAXXIN,-,12,$9.64,-,22197,Angus,Steer,541
10/15/2024,IV,-,11,$1.20,-,3128,Cross-Bred,Heifer,547
10/15/2024,DRAXXIN,-,11,$9.75,-,3128,Cross-Bred,Heifer,547
10/15/2024,DRAXXIN,-,11,$9.75,-,3132,Cross-Bred,Heifer,547
10/15/2024,IV,-,11,$1.20,-,3140,Cross-Bred,Heifer,547
10/15/2024,DRAXXIN,-,11,$9.75,-,3140,Cross-Bred,Heifer,547
10/15/2024,IV,-,11,$1.20,-,2117,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2117,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2164,Angus,Heifer,600
10/15/2024,IV,-,11,$1.20,-,3150,Cross-Bred,Heifer,547
10/15/2024,DRAXXIN,-,11,$9.75,-,3150,Cross-Bred,Heifer,547
10/15/2024,IV,-,11,$1.20,-,2122,Angus,Heifer,600
10/15/2024,DRAXXIN,-,11,$10.69,-,2122,Angus,Heifer,600
10/15/2024,NUFLOR,-,11,$13.27,-,2161,Angus,Heifer,600
10/15/2024,IV,-,12,$1.20,-,33159,Angus,Steer,465
10/15/2024,DRAXXIN,-,12,$8.29,-,33159,Angus,Steer,465
10/15/2024,IV,-,L5,$1.20,-,7183,Cross-Bred,Heifer,445
10/15/2024,DRAXXIN,-,L5,$7.93,-,7183,Cross-Bred,Heifer,445
10/15/2024,IV,-,11,$1.20,-,2188,Cross-Bred,Heifer,555
10/15/2024,BAYTRIL,-,11,$6.84,-,2188,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,shed,$11.58,-,33264,Angus,Steer,650
10/14/2024,IV,-,4,$1.20,-,4182,Cross-Bred,Heifer,579
10/14/2024,DRAXXIN,-,4,$10.31,-,4182,Cross-Bred,Heifer,579
10/14/2024,DRAXXIN,-,4,$10.31,-,4126,Cross-Bred,Heifer,579
10/14/2024,BAYTRIL,-,S19,$7.07,-,4175,Cross-Bred,Heifer,574
10/14/2024,EXCENEL,-,S19,$9.47,-,4220,Cross-Bred,Heifer,574
10/14/2024,NUFLOR,-,3,$12.20,-,1156,Angus,Heifer,552
10/14/2024,NUFLOR,-,2,$12.94,-,22119,Angus,Steer,585
10/14/2024,IV,-,2,$1.20,-,22105,Angus,Steer,585
10/14/2024,DRAXXIN,-,2,$10.43,-,22105,Angus,Steer,585
10/14/2024,EXCENEL,-,3,$9.10,-,1171,Angus,Heifer,552
10/14/2024,EXCENEL,-,L3,$8.94,-,5173,Angus,Heifer,542
10/14/2024,DEXAMETHASONE,-,L3,$2.00,-,5173,Angus,Heifer,542
10/14/2024,IV,-,5,$1.20,-,11200,Angus,Steer,599
10/14/2024,DRAXXIN,-,5,$10.67,-,11200,Angus,Steer,599
10/14/2024,DRAXXIN,-,5,$10.67,-,11117,Angus,Steer,599
10/14/2024,IV,-,11,$1.20,-,3122,Cross-Bred,Heifer,547
10/14/2024,DRAXXIN,-,11,$9.75,-,3122,Cross-Bred,Heifer,547
10/14/2024,IV,-,14,$1.20,-,5178,Cross-Bred,Heifer,604
10/14/2024,DRAXXIN,-,14,$10.77,-,5178,Cross-Bred,Heifer,604
10/14/2024,IV,-,14,$1.20,-,5247,Cross-Bred,Heifer,604
10/14/2024,DRAXXIN,-,14,$10.77,-,5247,Cross-Bred,Heifer,604
10/14/2024,IV,-,14,$1.20,-,5243,Cross-Bred,Heifer,604
10/14/2024,DRAXXIN,-,14,$10.77,-,5243,Cross-Bred,Heifer,604
10/14/2024,IV,-,12,$1.20,-,22198,Angus,Steer,541
10/14/2024,DRAXXIN,-,12,$9.64,-,22198,Angus,Steer,541
10/14/2024,IV,-,12,$1.20,-,22200,Angus,Steer,541
10/14/2024,DRAXXIN,-,12,$9.64,-,22200,Angus,Steer,541
10/14/2024,IV,-,11,$1.20,-,2153,Angus,Heifer,600
10/14/2024,DRAXXIN,-,11,$10.69,-,2153,Angus,Heifer,600
10/14/2024,IV,-,11,$1.20,-,2212,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$9.89,-,2212,Cross-Bred,Heifer,555
10/14/2024,IV,-,11,$1.20,-,2200,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$9.89,-,2200,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,12,$9.80,-,33215,Angus,Steer,465
10/14/2024,IV,-,12,$1.20,-,22203,Angus,Steer,541
10/14/2024,DRAXXIN,-,12,$9.64,-,22203,Angus,Steer,541
10/14/2024,EXCENEL,-,L5,$7.67,-,7156,Cross-Bred,Heifer,445
10/14/2024,DEXAMETHASONE,-,L5,$2.00,-,7156,Cross-Bred,Heifer,445
10/14/2024,IV,-,14,$1.20,-,5210,Cross-Bred,Heifer,604
10/14/2024,DRAXXIN,-,14,$10.77,-,5210,Cross-Bred,Heifer,604
10/14/2024,DRAXXIN,-,14,$10.77,-,5177,Cross-Bred,Heifer,604
10/14/2024,IV,-,11,$1.20,-,2188,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$9.89,-,2188,Cross-Bred,Heifer,555
10/14/2024,IV,-,11,$1.20,-,2210,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$9.89,-,2210,Cross-Bred,Heifer,555
10/14/2024,IV,-,11,$1.20,-,2201,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$9.89,-,2201,Cross-Bred,Heifer,555
10/14/2024,DRAXXIN,-,11,$10.69,-,2166,Angus,Heifer,600
10/14/2024,IV,-,11,$1.20,-,2104,Angus,Heifer,600
10/14/2024,DRAXXIN,-,11,$10.69,-,2104,Angus,Heifer,600
10/14/2024,DRAXXIN,-,11,$10.69,-,2121,Angus,Heifer,600
10/14/2024,DRAXXIN,-,L5,$8.29,-,7104,Cross-Bred,Heifer,445
10/14/2024,NUFLOR,-,11,$12.09,-,3149,Cross-Bred,Heifer,547
10/14/2024,LA 200,-,4,$2.43,-,4232,Angus,Heifer,540
10/14/2024,EXCENEL,-,2,$9.21,-,33108,Angus,Steer,558
10/14/2024,NUFLOR,-,2,$12.97,-,33144,Angus,Steer,586
10/14/2024,BAYTRIL,-,3,$6.80,-,1149,Angus,Heifer,552
10/14/2024,NUFLOR,-,5,$13.24,-,11119,Angus,Steer,599
10/14/2024,EXCENEL,-,S19,$8.74,-,3107,Angus,Heifer,530
10/14/2024,BAYTRIL,-,5,$7.38,-,11174,Angus,Steer,599
10/14/2024,PENICILLIN,-,3,$2.50,-,1187,Angus,Heifer,552
10/14/2024,LA 200,-,3,$2.66,-,1111,Angus,Heifer,590
10/14/2024,BAYTRIL,-,5,$7.38,-,11159,Angus,Steer,599
10/14/2024,Micotil,-,S19,$20.42,-,4171,Cross-Bred,Heifer,574
10/14/2024,EXCENEL,-,S19,$9.64,-,11190,Angus,Steer,584
10/14/2024,Micotil,-,S19,$20.42,-,4192,Cross-Bred,Heifer,574
10/14/2024,Micotil,-,3,$19.64,-,1182,Angus,Heifer,552
10/14/2024,BAYTRIL,-,5,$7.38,-,11169,Angus,Steer,599
10/13/2024,DRAXXIN,-,4,$10.31,-,4110,Cross-Bred,Heifer,578
10/13/2024,NUFLOR,-,3,$12.17,-,1153,Angus,Heifer,550
10/13/2024,IV,-,3,$1.20,-,1212,Angus,Heifer,550
10/13/2024,Micotil,-,3,$19.59,-,1212,Angus,Heifer,550
10/13/2024,DRAXXIN,-,14,$10.76,-,5218,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,11,$10.69,-,2119,Angus,Heifer,600
10/13/2024,IV,-,11,$1.20,-,3139,Cross-Bred,Heifer,547
10/13/2024,DRAXXIN,-,11,$9.75,-,3139,Cross-Bred,Heifer,547
10/13/2024,IV,-,14,$1.20,-,5180,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5180,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5224,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5224,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5236,Cross-Bred,Heifer,604
10/13/2024,IV,-,11,$1.20,-,2141,Angus,Heifer,600
10/13/2024,DRAXXIN,-,11,$10.69,-,2141,Angus,Heifer,600
10/13/2024,DRAXXIN,-,14,$10.76,-,5249,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5202,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5212,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,11,$9.89,-,2190,Cross-Bred,Heifer,555
10/13/2024,DRAXXIN,-,14,$10.76,-,5199,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5197,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5197,Cross-Bred,Heifer,604
10/13/2024,IV,-,11,$1.20,-,2126,Angus,Heifer,600
10/13/2024,DRAXXIN,-,11,$10.69,-,2126,Angus,Heifer,600
10/13/2024,DRAXXIN,-,11,$10.69,-,2160,Angus,Heifer,600
10/13/2024,IV,-,11,$1.20,-,2209,Cross-Bred,Heifer,555
10/13/2024,DRAXXIN,-,11,$9.89,-,2209,Cross-Bred,Heifer,555
10/13/2024,IV,-,11,$1.20,-,2191,Cross-Bred,Heifer,555
10/13/2024,DRAXXIN,-,11,$9.89,-,2191,Cross-Bred,Heifer,555
10/13/2024,DRAXXIN,-,11,$9.89,-,2194,Cross-Bred,Heifer,555
10/13/2024,IV,-,14,$1.20,-,5256,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5256,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5237,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5237,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5189,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5189,Cross-Bred,Heifer,604
10/13/2024,NUFLOR,-,14,$13.36,-,5241,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5217,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5217,Cross-Bred,Heifer,604
10/13/2024,IV,-,14,$1.20,-,5239,Cross-Bred,Heifer,604
10/13/2024,DRAXXIN,-,14,$10.76,-,5239,Cross-Bred,Heifer,604
10/13/2024,NUFLOR,-,14,$13.36,-,5194,Cross-Bred,Heifer,604
10/13/2024,NUFLOR,-,4,$12.79,-,4217,Cross-Bred,Heifer,578
10/13/2024,IV,-,4,$1.20,-,4239,Angus,Heifer,540
10/13/2024,NUFLOR,-,4,$11.93,-,4239,Angus,Heifer,540
10/13/2024,NUFLOR,-,4,$12.79,-,4194,Cross-Bred,Heifer,578
10/13/2024,EXCENEL,-,3,$9.08,-,1155,Angus,Heifer,550
10/13/2024,EXCENEL,-,3,$9.08,-,1144,Angus,Heifer,550
10/13/2024,EXCENEL,-,S19,$8.99,-,33103,Angus,Steer,545
10/13/2024,EXCENEL,-,S19,$8.88,-,1168,Angus,Heifer,538
10/13/2024,BAYTRIL,-,S19,$6.68,-,1157,Angus,Heifer,543
10/13/2024,EXCENEL,-,S19,$9.63,-,11172,Angus,Steer,584
10/13/2024,BAYTRIL,-,2,$7.21,-,33121,Angus,Steer,586
10/13/2024,EXCENEL,-,L3,$8.92,-,5100,Angus,Heifer,540
10/13/2024,Micotil,-,S19,$20.45,-,33133,Angus,Steer,574
10/13/2024,Micotil,-,S19,$18.99,-,4237,Angus,Heifer,533
10/13/2024,NUFLOR,-,14,$13.36,-,5233,Cross-Bred,Heifer,604
10/13/2024,BAYTRIL,-,S19,$6.68,-,1184,Angus,Heifer,543
10/13/2024,Micotil,-,S19,$18.99,-,4234,Angus,Heifer,533
10/13/2024,BAYTRIL,-,2,$7.21,-,33131,Angus,Steer,586
10/13/2024,EXCENEL,-,S19,$9.45,-,4130,Cross-Bred,Heifer,573
10/13/2024,NUFLOR,-,S19,$12.09,-,3152,Cross-Bred,Heifer,547
10/13/2024,NUFLOR,-,3,$12.17,-,1209,Angus,Heifer,550
10/13/2024,BAYTRIL,-,2,$7.21,-,33130,Angus,Steer,586
10/13/2024,Micotil,-,S19,$18.99,-,4235,Angus,Heifer,533
10/13/2024,Micotil,-,S19,$19.41,-,33118,Angus,Steer,545
10/13/2024,EXCENEL,-,S19,$8.80,-,4231,Angus,Heifer,533
10/12/2024,IV,-,5,$1.20,-,11119,Angus,Steer,596
10/12/2024,NUFLOR,-,5,$13.17,-,11119,Angus,Steer,596
10/12/2024,IV,-,2,$1.20,-,22119,Angus,Steer,583
10/12/2024,DRAXXIN,-,2,$10.40,-,22119,Angus,Steer,583
10/12/2024,IV,-,2,$1.20,-,33136,Angus,Steer,585
10/12/2024,DRAXXIN,-,2,$10.42,-,33136,Angus,Steer,585
10/12/2024,IV,-,S19,$1.20,-,33143,Angus,Steer,573
10/12/2024,NUFLOR,-,2,$12.93,-,33144,Angus,Steer,585
10/12/2024,IV,-,2,$1.20,-,33144,Angus,Steer,585
10/12/2024,DRAXXIN,-,S19,$10.21,-,33143,Angus,Steer,573
10/12/2024,IV,-,11,$1.20,-,3149,Cross-Bred,Heifer,547
10/12/2024,NUFLOR,-,11,$12.09,-,3149,Cross-Bred,Heifer,547
10/12/2024,IV,-,11,$1.20,-,2114,Angus,Heifer,600
10/12/2024,DRAXXIN,-,11,$10.69,-,2114,Angus,Heifer,600
10/12/2024,DRAXXIN,-,11,$10.69,-,2137,Angus,Heifer,600
10/12/2024,IV,-,11,$1.20,-,3119,Cross-Bred,Heifer,547
10/12/2024,DRAXXIN,-,11,$9.75,-,3119,Cross-Bred,Heifer,547
10/12/2024,IV,-,14,$1.20,-,5208,Cross-Bred,Heifer,604
10/12/2024,DRAXXIN,-,14,$10.76,-,5208,Cross-Bred,Heifer,604
10/12/2024,IV,-,11,$1.20,-,3153,Cross-Bred,Heifer,547
10/12/2024,DRAXXIN,-,11,$9.75,-,3153,Cross-Bred,Heifer,547
10/12/2024,IV,-,12,$1.20,-,22202,Angus,Steer,541
10/12/2024,DRAXXIN,-,12,$9.64,-,22202,Angus,Steer,541
10/12/2024,IV,-,14,$1.20,-,5226,Cross-Bred,Heifer,604
10/12/2024,DRAXXIN,-,14,$10.76,-,5226,Cross-Bred,Heifer,604
10/12/2024,LA 200,-,3,$2.47,-,1187,Angus,Heifer,549
10/12/2024,BAYTRIL,-,5,$7.34,-,11159,Angus,Steer,596
10/12/2024,EXCENEL,-,3,$9.05,-,1182,Angus,Heifer,549
10/12/2024,EXCENEL,-,S19,$8.73,-,3107,Angus,Heifer,529
10/12/2024,Micotil,-,3,$20.92,-,1111,Angus,Heifer,588
10/12/2024,BAYTRIL,-,2,$6.85,-,33108,Angus,Steer,556
10/12/2024,BAYTRIL,-,5,$7.34,-,11174,Angus,Steer,596
10/12/2024,Micotil,-,4,$19.16,-,4232,Angus,Heifer,538
10/12/2024,Micotil,-,S19,$20.40,-,4171,Cross-Bred,Heifer,573
10/12/2024,BAYTRIL,-,5,$7.34,-,11169,Angus,Steer,596
10/12/2024,Micotil,-,S19,$20.40,-,4192,Cross-Bred,Heifer,573
10/12/2024,NUFLOR,-,3,$12.13,-,1149,Angus,Heifer,549
10/12/2024,EXCENEL,-,S19,$9.63,-,11190,Angus,Steer,584
10/11/2024,IV,-,14,$1.20,-,5198,Cross-Bred,Heifer,604
10/11/2024,DRAXXIN,-,14,$10.76,-,5198,Cross-Bred,Heifer,604
10/11/2024,IV,-,14,$1.20,-,5234,Cross-Bred,Heifer,604
10/11/2024,DRAXXIN,-,14,$10.76,-,5234,Cross-Bred,Heifer,604
10/11/2024,IV,-,14,$1.20,-,5228,Cross-Bred,Heifer,604
10/11/2024,DRAXXIN,-,14,$10.76,-,5228,Cross-Bred,Heifer,604
10/11/2024,NUFLOR,-,14,$13.34,-,5233,Cross-Bred,Heifer,604
10/11/2024,IV,-,14,$1.20,-,5244,Cross-Bred,Heifer,604
10/11/2024,DRAXXIN,-,14,$10.76,-,5244,Cross-Bred,Heifer,604
