Date,Protocol,Diagnosis,Pen,cost,eid,tag,Breed,Class,Weight (Lb)
10/24/2024,NUFLOR,-,11,$13.35,-,2101,Angus,Heifer,604
10/24/2024,DRAXXIN,-,11,$10.76,-,2105,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2183,Cross-Bred,Heifer,560
10/24/2024,DRAXXIN,-,11,$9.97,-,2183,Cross-Bred,Heifer,560
10/24/2024,DRAXXIN,-,12,$8.35,-,33173,Angus,Steer,468
10/24/2024,IV,-,11,$1.20,-,2181,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$13.35,-,2181,Angus,Heifer,604
10/24/2024,DRAXXIN,-,11,$9.84,-,3154,Cross-Bred,Heifer,552
10/24/2024,DRAXXIN,-,11,$10.76,-,2134,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2210,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$12.38,-,2210,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$12.38,-,2219,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$12.38,-,2213,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$12.38,-,2195,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$13.35,-,2129,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2146,Angus,Heifer,604
10/24/2024,DRAXXIN,-,11,$10.76,-,2146,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$12.20,-,3144,Cross-Bred,Heifer,552
10/24/2024,BAYTRIL,-,11,$7.44,-,2141,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2141,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$13.35,-,2141,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$12.38,-,2193,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$13.35,-,2178,Angus,Heifer,604
10/24/2024,DRAXXIN,-,11,$10.76,-,2100,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2211,Cross-Bred,Heifer,560
10/24/2024,DRAXXIN,-,11,$9.97,-,2211,Cross-Bred,Heifer,560
10/24/2024,IV,-,11,$1.20,-,2155,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$13.35,-,2155,Angus,Heifer,604
10/24/2024,IV,-,11,$1.20,-,2144,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$13.35,-,2144,Angus,Heifer,604
10/24/2024,IV,-,13,$1.20,-,7189,Cross-Bred,Heifer,449
10/24/2024,NUFLOR,-,13,$9.92,-,7189,Cross-Bred,Heifer,449
10/24/2024,IV,-,13,$1.20,-,7170,Cross-Bred,Heifer,449
10/24/2024,DRAXXIN,-,13,$8.00,-,7170,Cross-Bred,Heifer,449
10/24/2024,IV,-,13,$1.20,-,7140,Cross-Bred,Heifer,449
10/24/2024,DRAXXIN,-,13,$8.00,-,7140,Cross-Bred,Heifer,449
10/24/2024,DRAXXIN,-,13,$8.00,-,7153,Cross-Bred,Heifer,449
10/24/2024,IV,-,13,$1.20,-,7153,Cross-Bred,Heifer,449
10/24/2024,DRAXXIN,-,13,$8.00,-,7131,Cross-Bred,Heifer,449
10/24/2024,IV,-,13,$1.20,-,7131,Cross-Bred,Heifer,449
10/24/2024,BAYTRIL,-,14,$6.86,-,5131,Angus,Heifer,556
10/24/2024,PENICILLIN,-,Big,$2.50,-,1182,Angus,Heifer,570
10/24/2024,NUFLOR,-,11,$12.38,-,2188,Cross-Bred,Heifer,560
10/24/2024,NUFLOR,-,11,$13.35,-,2138,Angus,Heifer,604
10/24/2024,BAYTRIL,-,12,$5.77,-,33146,Angus,Steer,468
10/24/2024,NUFLOR,-,11,$12.20,-,3140,Cross-Bred,Heifer,552
10/24/2024,PENICILLIN,-,S19,$2.50,-,3107,Angus,Heifer,533
10/24/2024,BAYTRIL,-,13,$5.53,-,7155,Cross-Bred,Heifer,449
10/24/2024,EXCENEL,-,2,$9.88,-,22119,Angus,Steer,599
10/24/2024,PENICILLIN,-,5,$2.50,-,11169,Angus,Steer,618
10/24/2024,NUFLOR,-,12,$10.36,-,33147,Angus,Steer,468
10/24/2024,Micotil,-,2,$21.37,-,33144,Angus,Steer,600
10/24/2024,NUFLOR,-,11,$13.35,-,2166,Angus,Heifer,604
10/24/2024,NUFLOR,-,11,$12.20,-,3171,Cross-Bred,Heifer,552
10/24/2024,NUFLOR,-,11,$12.20,-,3170,Cross-Bred,Heifer,552
10/24/2024,BAYTRIL,-,12,$5.77,-,33192,Angus,Steer,468
10/24/2024,Micotil,-,Big,$20.29,-,1177,Angus,Heifer,570
10/24/2024,BAYTRIL,-,12,$5.77,-,33171,Angus,Steer,468
10/24/2024,BAYTRIL,-,12,$5.77,-,33177,Angus,Steer,468
10/24/2024,LA 200,-,Big,$2.56,-,1171,Angus,Heifer,570
10/24/2024,BAYTRIL,-,12,$5.77,-,33162,Angus,Steer,468
10/24/2024,NUFLOR,-,11,$13.35,-,2162,Angus,Heifer,604
10/24/2024,EXCENEL,-,12,$8.96,-,22195,Angus,Steer,543
10/24/2024,EXCENEL,-,S19,$8.98,-,1148,Angus,Heifer,544
10/24/2024,BAYTRIL,-,12,$5.77,-,33179,Angus,Steer,468
10/23/2024,IV,-,5,$1.20,-,11188,Angus,Steer,616
10/23/2024,NUFLOR,-,5,$13.63,-,11188,Angus,Steer,616
10/23/2024,IV,-,5,$1.20,-,11196,Angus,Steer,616
10/23/2024,DRAXXIN,-,5,$10.98,-,11196,Angus,Steer,616
10/23/2024,IV,-,2,$1.20,-,22104,Angus,Steer,598
10/23/2024,BAYTRIL,-,2,$7.36,-,22104,Angus,Steer,598
10/23/2024,IV,-,12,$1.20,-,33184,Angus,Steer,467
10/23/2024,NUFLOR,-,12,$10.34,-,33184,Angus,Steer,467
10/23/2024,IV,-,L3,$1.20,-,9120,Angus,Heifer,535
10/23/2024,DRAXXIN,-,L3,$9.53,-,9120,Angus,Heifer,535
10/23/2024,IV,-,12,$1.20,-,33208,Angus,Steer,467
10/23/2024,DRAXXIN,-,12,$8.33,-,33208,Angus,Steer,467
10/23/2024,IV,-,L3,$1.20,-,9144,Angus,Heifer,535
10/23/2024,DRAXXIN,-,L3,$9.53,-,9144,Angus,Heifer,535
10/23/2024,IV,-,11,$1.20,-,2195,Cross-Bred,Heifer,559
10/23/2024,DRAXXIN,-,11,$9.96,-,2195,Cross-Bred,Heifer,559
10/23/2024,DRAXXIN,-,12,$10.00,-,22179,Cross-Bred,Steer,561
10/23/2024,IV,-,L3,$1.20,-,9143,Angus,Heifer,535
10/23/2024,DRAXXIN,-,L3,$9.53,-,9143,Angus,Heifer,535
10/23/2024,IV,-,13,$1.20,-,7182,Cross-Bred,Heifer,448
10/23/2024,DRAXXIN,-,13,$7.98,-,7182,Cross-Bred,Heifer,448
10/23/2024,DRAXXIN,-,13,$7.98,-,7112,Cross-Bred,Heifer,448
10/23/2024,DRAXXIN,-,11,$9.96,-,2219,Cross-Bred,Heifer,559
10/23/2024,IV,-,L3,$1.20,-,9101,Angus,Heifer,535
10/23/2024,DRAXXIN,-,L3,$9.53,-,9101,Angus,Heifer,535
10/23/2024,DRAXXIN,-,12,$8.33,-,33153,Angus,Steer,467
10/23/2024,IV,-,11,$1.20,-,2120,Angus,Heifer,603
10/23/2024,NUFLOR,-,11,$13.33,-,2120,Angus,Heifer,603
10/23/2024,IV,-,12,$1.20,-,33193,Angus,Steer,467
10/23/2024,DRAXXIN,-,12,$8.33,-,33193,Angus,Steer,467
10/23/2024,IV,-,11,$1.20,-,2160,Angus,Heifer,603
10/23/2024,NUFLOR,-,11,$13.33,-,2160,Angus,Heifer,603
10/23/2024,IV,-,13,$1.20,-,7172,Cross-Bred,Heifer,448
10/23/2024,DRAXXIN,-,13,$7.98,-,7172,Cross-Bred,Heifer,448
10/23/2024,NUFLOR,-,11,$12.36,-,2209,Cross-Bred,Heifer,559
10/23/2024,DRAXXIN,-,13,$7.98,-,7103,Cross-Bred,Heifer,448
10/23/2024,IV,-,13,$1.20,-,7103,Cross-Bred,Heifer,448
10/23/2024,DRAXXIN,-,13,$7.98,-,7168,Cross-Bred,Heifer,448
10/23/2024,EXCENEL,-,11,$9.22,-,2213,Cross-Bred,Heifer,559
10/23/2024,LA 200,-,2,$2.70,-,33131,Angus,Steer,599
10/23/2024,PENICILLIN,-,S19,$2.50,-,33103,Angus,Steer,549
10/23/2024,LA 200,-,S19,$2.44,-,1168,Angus,Heifer,543
10/23/2024,NUFLOR,-,11,$12.36,-,2217,Cross-Bred,Heifer,559
10/23/2024,EXCENEL,-,L5,$8.18,-,4265,Angus Red,Heifer,496
10/23/2024,BAYTRIL,-,2,$7.38,-,33136,Angus,Steer,599
10/23/2024,NUFLOR,-,11,$13.33,-,2153,Angus,Heifer,603
10/23/2024,NUFLOR,-,11,$12.36,-,2201,Cross-Bred,Heifer,559
10/23/2024,NUFLOR,-,12,$10.34,-,33155,Angus,Steer,467
10/23/2024,EXCENEL,-,14,$10.12,-,5233,Cross-Bred,Heifer,613
10/23/2024,PENICILLIN,-,Big,$2.50,-,1212,Angus,Heifer,568
10/23/2024,NUFLOR,-,14,$13.56,-,5182,Cross-Bred,Heifer,613
10/23/2024,NUFLOR,-,14,$13.56,-,5246,Cross-Bred,Heifer,613
10/23/2024,BAYTRIL,-,12,$6.91,-,22158,Cross-Bred,Steer,561
10/23/2024,PENICILLIN,-,S19,$2.50,-,4234,Angus,Heifer,538
10/23/2024,NUFLOR,-,12,$14.38,-,33264,Angus,Steer,650
10/23/2024,PENICILLIN,-,S19,$2.50,-,33118,Angus,Steer,549
10/23/2024,BAYTRIL,-,12,$6.91,-,22191,Cross-Bred,Steer,561
10/23/2024,NUFLOR,-,14,$13.56,-,5197,Cross-Bred,Heifer,613
10/23/2024,NUFLOR,-,14,$13.56,-,5184,Cross-Bred,Heifer,613
10/22/2024,IV,-,11,$1.20,-,2188,Cross-Bred,Heifer,558
10/22/2024,NUFLOR,-,11,$12.34,-,2188,Cross-Bred,Heifer,558
10/22/2024,LA 200,-,3,$2.56,-,1171,Angus,Heifer,568
10/22/2024,DRAXXIN,-,14,$9.85,-,5158,Angus,Heifer,553
10/22/2024,DRAXXIN,-,13,$7.96,-,7121,Cross-Bred,Heifer,447
10/22/2024,IV,-,L3,$1.20,-,9116,Angus,Heifer,535
10/22/2024,DRAXXIN,-,L3,$9.53,-,9116,Angus,Heifer,535
10/22/2024,DRAXXIN,-,11,$10.73,-,2150,Angus,Heifer,602
10/22/2024,IV,-,11,$1.20,-,2166,Angus,Heifer,602
10/22/2024,NUFLOR,-,11,$13.32,-,2166,Angus,Heifer,602
10/22/2024,NUFLOR,-,11,$13.32,-,2138,Angus,Heifer,602
10/22/2024,DRAXXIN,-,13,$7.96,-,7148,Cross-Bred,Heifer,447
10/22/2024,IV,-,13,$1.20,-,7148,Cross-Bred,Heifer,447
10/22/2024,IV,-,13,$1.20,-,7148,Cross-Bred,Heifer,447
10/22/2024,IV,-,13,$1.20,-,7123,Cross-Bred,Heifer,447
10/22/2024,DRAXXIN,-,13,$7.96,-,7123,Cross-Bred,Heifer,447
10/22/2024,NUFLOR,-,11,$12.17,-,3170,Cross-Bred,Heifer,550
10/22/2024,NUFLOR,-,11,$13.32,-,2162,Angus,Heifer,602
10/22/2024,DRAXXIN,-,L3,$9.53,-,9124,Angus,Heifer,535
10/22/2024,IV,-,L3,$1.20,-,9124,Angus,Heifer,535
10/22/2024,IV,-,12,$1.20,-,33231,Angus,Steer,467
10/22/2024,DRAXXIN,-,12,$8.31,-,33231,Angus,Steer,467
10/22/2024,IV,-,11,$1.20,-,3171,Cross-Bred,Heifer,550
10/22/2024,NUFLOR,-,11,$12.17,-,3171,Cross-Bred,Heifer,550
10/22/2024,NUFLOR,-,11,$12.17,-,3140,Cross-Bred,Heifer,550
10/22/2024,IV,-,L3,$1.20,-,9121,Angus,Heifer,535
10/22/2024,DRAXXIN,-,L3,$9.53,-,9121,Angus,Heifer,535
10/22/2024,IV,-,11,$1.20,-,2178,Angus,Heifer,602
10/22/2024,DRAXXIN,-,11,$10.73,-,2178,Angus,Heifer,602
10/22/2024,IV,-,12,$1.20,-,33147,Angus,Steer,467
10/22/2024,NUFLOR,-,12,$10.31,-,33147,Angus,Steer,467
10/22/2024,DRAXXIN,-,13,$7.96,-,7130,Cross-Bred,Heifer,447
10/22/2024,DEXAMETHASONE,-,3,$2.00,-,1210,Angus,Heifer,568
10/22/2024,EXCENEL,-,3,$9.37,-,1210,Angus,Heifer,568
10/22/2024,DRAXXIN,-,2,$10.62,-,22104,Angus,Steer,596
10/22/2024,NUFLOR,-,13,$9.87,-,7155,Cross-Bred,Heifer,447
10/22/2024,LA 200,-,S19,$2.40,-,3107,Angus,Heifer,533
10/22/2024,EXCENEL,-,2,$9.84,-,22119,Angus,Steer,596
10/22/2024,PENICILLIN,-,3,$2.50,-,1182,Angus,Heifer,568
10/22/2024,EXCENEL,-,12,$8.94,-,22195,Angus,Steer,542
10/22/2024,EXCENEL,-,S19,$8.98,-,1148,Angus,Heifer,544
10/22/2024,NUFLOR,-,12,$10.31,-,33146,Angus,Steer,467
10/22/2024,EXCENEL,-,S19,$9.51,-,33143,Angus,Steer,576
10/22/2024,BAYTRIL,-,12,$6.67,-,22200,Angus,Steer,542
10/22/2024,EXCENEL,-,12,$7.70,-,33159,Angus,Steer,467
10/22/2024,PENICILLIN,-,5,$2.50,-,11169,Angus,Steer,614
10/22/2024,NUFLOR,-,14,$12.23,-,5131,Angus,Heifer,553
10/22/2024,BAYTRIL,-,12,$5.75,-,33192,Angus,Steer,467
10/22/2024,NUFLOR,-,12,$10.31,-,33177,Angus,Steer,467
10/22/2024,EXCENEL,-,2,$9.85,-,33144,Angus,Steer,597
10/22/2024,NUFLOR,-,12,$10.31,-,33171,Angus,Steer,467
10/22/2024,NUFLOR,-,12,$10.31,-,33179,Angus,Steer,467
10/22/2024,NUFLOR,-,12,$10.31,-,33162,Angus,Steer,467
10/22/2024,Micotil,-,3,$20.21,-,1177,Angus,Heifer,568
10/21/2024,IV,-,14,$1.20,-,5182,Cross-Bred,Heifer,610
10/21/2024,NUFLOR,-,14,$13.49,-,5182,Cross-Bred,Heifer,610
10/21/2024,IV,-,14,$1.20,-,5197,Cross-Bred,Heifer,610
10/21/2024,NUFLOR,-,14,$13.49,-,5197,Cross-Bred,Heifer,610
10/21/2024,NUFLOR,-,14,$13.49,-,5184,Cross-Bred,Heifer,610
10/21/2024,NUFLOR,-,14,$13.49,-,5246,Cross-Bred,Heifer,610
10/21/2024,IV,-,14,$1.20,-,5246,Cross-Bred,Heifer,610
10/21/2024,NUFLOR,-,12,$12.41,-,22158,Cross-Bred,Steer,560
10/21/2024,IV,-,12,$1.20,-,22171,Cross-Bred,Steer,560
10/21/2024,DRAXXIN,-,12,$9.98,-,22171,Cross-Bred,Steer,560
10/21/2024,IV,-,L3,$1.20,-,9137,Angus,Heifer,535
10/21/2024,DRAXXIN,-,L3,$9.53,-,9137,Angus,Heifer,535
10/21/2024,IV,-,11,$1.20,-,2193,Cross-Bred,Heifer,557
10/21/2024,DRAXXIN,-,11,$9.93,-,2193,Cross-Bred,Heifer,557
10/21/2024,IV,-,L3,$1.20,-,9126,Angus,Heifer,535
10/21/2024,DRAXXIN,-,L3,$9.53,-,9126,Angus,Heifer,535
10/21/2024,IV,-,13,$1.20,-,7188,Cross-Bred,Heifer,446
10/21/2024,DRAXXIN,-,13,$7.95,-,7188,Cross-Bred,Heifer,446
10/21/2024,IV,-,12,$1.20,-,33264,Angus,Steer,650
10/21/2024,NUFLOR,-,12,$14.37,-,33264,Angus,Steer,650
10/21/2024,IV,-,12,$1.20,-,33157,Angus,Steer,466
10/21/2024,DRAXXIN,-,12,$8.30,-,33157,Angus,Steer,466
10/21/2024,BAYTRIL,-,L3,$6.59,-,9100,Angus,Heifer,535
10/21/2024,IV,-,L3,$1.20,-,9100,Angus,Heifer,535
10/21/2024,DRAXXIN,-,L3,$9.53,-,9100,Angus,Heifer,535
10/21/2024,NUFLOR,-,11,$12.32,-,2217,Cross-Bred,Heifer,557
10/21/2024,IV,-,11,$1.20,-,2217,Cross-Bred,Heifer,557
10/21/2024,IV,-,12,$1.20,-,33190,Angus,Steer,466
10/21/2024,DRAXXIN,-,12,$8.30,-,33190,Angus,Steer,466
10/21/2024,NUFLOR,-,11,$13.30,-,2153,Angus,Heifer,602
10/21/2024,NUFLOR,-,11,$12.32,-,2201,Cross-Bred,Heifer,557
10/21/2024,Micotil,-,S19,$19.46,-,1184,Angus,Heifer,547
10/21/2024,PENICILLIN,-,S19,$2.50,-,4237,Angus,Heifer,538
10/21/2024,Micotil,-,2,$21.20,-,33131,Angus,Steer,595
10/21/2024,BAYTRIL,-,S19,$7.42,-,2161,Angus,Heifer,602
10/21/2024,PENICILLIN,-,S19,$2.50,-,4234,Angus,Heifer,538
10/21/2024,BAYTRIL,-,2,$7.34,-,33136,Angus,Steer,595
10/21/2024,LA 200,-,S19,$2.44,-,1168,Angus,Heifer,543
10/21/2024,NUFLOR,-,12,$12.39,-,22191,Cross-Bred,Steer,560
10/21/2024,EXCENEL,-,14,$10.07,-,5233,Cross-Bred,Heifer,610
10/21/2024,PENICILLIN,-,S19,$2.50,-,33118,Angus,Steer,549
10/21/2024,Micotil,-,2,$21.20,-,33121,Angus,Steer,595
10/21/2024,NUFLOR,-,14,$13.49,-,5201,Cross-Bred,Heifer,610
10/21/2024,Micotil,-,S19,$19.46,-,1157,Angus,Heifer,547
10/21/2024,PENICILLIN,-,3,$2.50,-,1212,Angus,Heifer,565
10/20/2024,DRAXXIN,-,12,$8.29,-,33211,Angus,Steer,465
10/20/2024,DRAXXIN,-,12,$8.29,-,33184,Angus,Steer,465
10/20/2024,DRAXXIN,-,13,$7.94,-,7181,Cross-Bred,Heifer,445
10/20/2024,NUFLOR,-,13,$9.85,-,7155,Cross-Bred,Heifer,445
10/20/2024,NUFLOR,-,12,$10.29,-,33146,Angus,Steer,465
10/20/2024,DRAXXIN,-,12,$8.29,-,33164,Angus,Steer,465
10/20/2024,LA 200,-,14,$2.48,-,5173,Angus,Heifer,550
10/20/2024,DRAXXIN,-,12,$9.98,-,22181,Cross-Bred,Steer,560
10/20/2024,DRAXXIN,-,12,$8.29,-,33168,Angus,Steer,465
10/20/2024,NUFLOR,-,12,$10.29,-,33177,Angus,Steer,465
10/20/2024,DRAXXIN,-,12,$9.98,-,22178,Cross-Bred,Steer,560
10/20/2024,NUFLOR,-,14,$12.16,-,5131,Angus,Heifer,550
10/20/2024,DRAXXIN,-,12,$8.29,-,33147,Angus,Steer,465
10/20/2024,DRAXXIN,-,12,$9.98,-,22163,Cross-Bred,Steer,560
10/20/2024,NUFLOR,-,12,$10.29,-,33179,Angus,Steer,465
10/20/2024,DRAXXIN,-,13,$7.94,-,7138,Cross-Bred,Heifer,445
10/20/2024,NUFLOR,-,12,$10.29,-,33162,Angus,Steer,465
10/20/2024,LA 200,-,14,$2.48,-,5107,Angus,Heifer,550
10/20/2024,DRAXXIN,-,13,$7.94,-,7135,Cross-Bred,Heifer,445
10/20/2024,NUFLOR,-,12,$10.29,-,33171,Angus,Steer,465
10/20/2024,DRAXXIN,-,3,$10.03,-,1225,Angus,Heifer,563
10/20/2024,LA 200,-,S19,$2.40,-,3107,Angus,Heifer,533
10/20/2024,NUFLOR,-,12,$10.29,-,33192,Angus,Steer,465
10/20/2024,BAYTRIL,-,12,$6.67,-,22200,Angus,Steer,541
10/20/2024,LA 200,-,5,$2.75,-,11169,Angus,Steer,610
10/20/2024,NUFLOR,-,14,$13.47,-,5187,Cross-Bred,Heifer,609
10/20/2024,EXCENEL,-,3,$9.29,-,1177,Angus,Heifer,563
10/20/2024,NUFLOR,-,12,$11.96,-,22195,Angus,Steer,541
10/20/2024,Micotil,-,4,$19.30,-,4231,Angus,Heifer,542
10/20/2024,Micotil,-,4,$19.30,-,4231,Angus,Heifer,542
10/20/2024,BAYTRIL,-,2,$7.30,-,22119,Angus,Steer,593
10/20/2024,NUFLOR,-,12,$10.29,-,33159,Angus,Steer,465
10/20/2024,LA 200,-,3,$2.53,-,1182,Angus,Heifer,563
10/20/2024,EXCENEL,-,3,$9.29,-,1149,Angus,Heifer,563
10/20/2024,EXCENEL,-,2,$9.80,-,33144,Angus,Steer,594
10/20/2024,EXCENEL,-,S19,$9.50,-,33143,Angus,Steer,576
10/20/2024,BAYTRIL,-,S19,$6.70,-,1148,Angus,Heifer,544
10/20/2024,Micotil,-,3,$20.05,-,1171,Angus,Heifer,563
10/19/2024,IV,-,14,$1.20,-,5201,Cross-Bred,Heifer,605
10/19/2024,NUFLOR,-,14,$13.38,-,5201,Cross-Bred,Heifer,605
10/19/2024,DRAXXIN,-,12,$11.58,-,33241,Angus,Steer,650
10/19/2024,DRAXXIN,-,12,$9.64,-,22194,Angus,Steer,541
10/19/2024,DRAXXIN,-,12,$9.98,-,22192,Cross-Bred,Steer,560
10/19/2024,NUFLOR,-,12,$12.38,-,22158,Cross-Bred,Steer,560
10/19/2024,DRAXXIN,-,12,$11.58,-,33257,Angus,Steer,650
10/19/2024,IV,-,12,$1.20,-,33212,Angus,Steer,465
10/19/2024,DRAXXIN,-,12,$8.29,-,33212,Angus,Steer,465
10/19/2024,DRAXXIN,-,12,$8.29,-,33200,Angus,Steer,465
10/19/2024,DRAXXIN,-,12,$8.29,-,33223,Angus,Steer,465
10/19/2024,IV,-,12,$1.20,-,22170,Cross-Bred,Steer,560
10/19/2024,DRAXXIN,-,12,$9.98,-,22170,Cross-Bred,Steer,560
10/19/2024,NUFLOR,-,12,$11.96,-,22198,Angus,Steer,541
10/19/2024,IV,-,12,$1.20,-,22191,Cross-Bred,Steer,560
10/19/2024,NUFLOR,-,12,$12.38,-,22191,Cross-Bred,Steer,560
10/19/2024,DRAXXIN,-,12,$11.58,-,33242,Angus,Steer,650
10/19/2024,DRAXXIN,-,12,$8.29,-,33150,Angus,Steer,465
10/19/2024,PENICILLIN,-,S19,$2.50,-,4237,Angus,Heifer,536
10/19/2024,NUFLOR,-,S19,$12.33,-,1159,Angus,Heifer,557
10/19/2024,Micotil,-,2,$21.07,-,33131,Angus,Steer,592
10/19/2024,NUFLOR,-,2,$13.09,-,33136,Angus,Steer,592
10/19/2024,LA 200,-,S19,$2.46,-,33103,Angus,Steer,548
10/19/2024,DRAXXIN,-,S19,$9.64,-,1175,Angus,Heifer,541
10/19/2024,LA 200,-,S19,$2.46,-,33118,Angus,Steer,548
10/19/2024,LA 200,-,3,$2.52,-,1212,Angus,Heifer,561
10/19/2024,BAYTRIL,-,S19,$7.41,-,2161,Angus,Heifer,601
10/19/2024,EXCENEL,-,2,$9.77,-,33121,Angus,Steer,592
10/19/2024,Micotil,-,S19,$19.40,-,1157,Angus,Heifer,545
10/19/2024,BAYTRIL,-,14,$7.46,-,5233,Cross-Bred,Heifer,605
10/19/2024,LA 200,-,S19,$2.41,-,4235,Angus,Heifer,536
10/19/2024,Micotil,-,S19,$19.40,-,1184,Angus,Heifer,545
10/18/2024,PENICILLIN,-,12,$2.50,-,22197,Angus,Steer,541
10/18/2024,PENICILLIN,-,2,$2.50,-,33124,Angus,Steer,591
10/18/2024,PENICILLIN,-,2,$2.50,-,33138,Angus,Steer,591
10/18/2024,PENICILLIN,-,2,$2.50,-,33128,Angus,Steer,591
10/18/2024,PENICILLIN,-,2,$2.50,-,33117,Angus,Steer,563
10/18/2024,PENICILLIN,-,2,$2.50,-,33135,Angus,Steer,591
10/18/2024,PENICILLIN,-,2,$2.50,-,33145,Angus,Steer,591
10/18/2024,PENICILLIN,-,2,$2.50,-,33120,Angus,Steer,591
10/18/2024,IV,-,13,$1.20,-,7189,Cross-Bred,Heifer,445
10/18/2024,DRAXXIN,-,13,$7.93,-,7189,Cross-Bred,Heifer,445
10/18/2024,IV,-,12,$1.20,-,33159,Angus,Steer,465
10/18/2024,NUFLOR,-,12,$10.28,-,33159,Angus,Steer,465
10/18/2024,IV,-,12,$1.20,-,33220,Angus,Steer,465
10/18/2024,DRAXXIN,-,12,$8.29,-,33220,Angus,Steer,465
10/18/2024,IV,-,12,$1.20,-,33202,Angus,Steer,465
10/18/2024,DRAXXIN,-,12,$8.29,-,33202,Angus,Steer,465
10/18/2024,IV,-,12,$1.20,-,33224,Angus,Steer,465
10/18/2024,DRAXXIN,-,12,$8.29,-,33224,Angus,Steer,465
10/18/2024,IV,-,12,$1.20,-,33179,Angus,Steer,465
10/18/2024,DRAXXIN,-,12,$8.29,-,33179,Angus,Steer,465
10/18/2024,NUFLOR,-,12,$10.28,-,33192,Angus,Steer,465
10/18/2024,DRAXXIN,-,12,$8.29,-,33226,Angus,Steer,465
10/18/2024,NUFLOR,-,12,$11.96,-,22195,Angus,Steer,541
10/18/2024,IV,-,12,$1.20,-,33226,Angus,Steer,465
10/18/2024,Micotil,-,4,$19.17,-,4231,Angus,Heifer,538
10/18/2024,IV,-,4,$1.20,-,4231,Angus,Heifer,538
10/18/2024,IV,-,14,$1.20,-,5187,Cross-Bred,Heifer,605
10/18/2024,NUFLOR,-,14,$13.38,-,5187,Cross-Bred,Heifer,605
10/18/2024,EXCENEL,-,3,$9.22,-,1177,Angus,Heifer,559
10/18/2024,BAYTRIL,-,S19,$6.69,-,1148,Angus,Heifer,543
10/18/2024,NUFLOR,-,12,$11.96,-,22200,Angus,Steer,541
10/18/2024,BAYTRIL,-,2,$7.28,-,33144,Angus,Steer,591
10/18/2024,NUFLOR,-,S19,$12.71,-,33143,Angus,Steer,575
10/18/2024,Micotil,-,S19,$18.93,-,3107,Angus,Heifer,532
10/18/2024,EXCENEL,-,3,$9.22,-,1149,Angus,Heifer,559
10/18/2024,LA 200,-,5,$2.72,-,11169,Angus,Steer,605
10/18/2024,LA 200,-,3,$2.51,-,1182,Angus,Heifer,559
10/18/2024,BAYTRIL,-,2,$7.26,-,22119,Angus,Steer,589
10/18/2024,Micotil,-,3,$19.89,-,1171,Angus,Heifer,559
10/17/2024,EXCENEL,-,S19,$8.98,-,1184,Angus,Heifer,544
10/17/2024,LA 200,-,S19,$2.41,-,4234,Angus,Heifer,535
10/17/2024,Micotil,-,S19,$19.47,-,33103,Angus,Steer,547
10/17/2024,Micotil,-,3,$19.83,-,1144,Angus,Heifer,557
10/17/2024,LA 200,-,3,$2.51,-,1212,Angus,Heifer,557
10/17/2024,EXCENEL,-,S19,$8.98,-,1157,Angus,Heifer,544
10/17/2024,PENICILLIN,-,S19,$2.50,-,1175,Angus,Heifer,540
10/17/2024,Micotil,-,S19,$20.45,-,4130,Cross-Bred,Heifer,574
10/17/2024,EXCENEL,-,2,$9.72,-,33131,Angus,Steer,589
10/17/2024,NUFLOR,-,S19,$13.28,-,2161,Angus,Heifer,601
10/17/2024,Micotil,-,3,$19.83,-,1155,Angus,Heifer,557
10/17/2024,BAYTRIL,-,3,$6.86,-,1209,Angus,Heifer,557
10/17/2024,EXCENEL,-,2,$9.72,-,33121,Angus,Steer,589
10/17/2024,LA 200,-,S19,$2.46,-,33118,Angus,Steer,547
10/17/2024,LA 200,-,S19,$2.41,-,4237,Angus,Heifer,535
10/17/2024,Micotil,-,S19,$19.24,-,1168,Angus,Heifer,540
10/17/2024,BAYTRIL,-,14,$7.45,-,5233,Cross-Bred,Heifer,604
10/17/2024,LA 200,-,S19,$2.41,-,4235,Angus,Heifer,535
10/17/2024,IV,-,14,$1.20,-,5179,Cross-Bred,Heifer,604
10/17/2024,DRAXXIN,-,14,$10.77,-,5179,Cross-Bred,Heifer,604
10/17/2024,IV,-,12,$1.20,-,33197,Angus,Steer,465
10/17/2024,DRAXXIN,-,12,$8.29,-,33197,Angus,Steer,465
